city,country,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,data_quality,Cost_of_Living_Index,highest_cost_of_living_index,lowest_cost_of_living_index
Hrodna,Belarus,9.9,39.58,4.35,1.32,1.98,1.48,0.69,0.51,0.81,0.53,1.47,1.44,5.94,4.26,4.35,1.32,2.04,1.92,2.86,0.83,0.73,1.58,0.67,6.33,1.11,1.39,1.78,0.32,15.83,1.07,0.2,5.94,0.89,20889.72,23750.37,59.37,0.04,11.88,26.39,19.79,3.62,356.26,6572.74,66.65,36.95,84.45,95,282.37,172.85,395.84,443.34,812.16,674.03,408.57,19.76,0,175.29,NULL,NULL
Bilbao,Spain,13.17,57.96,8.43,3.16,3.16,1.67,2.1,1.29,0.93,1.54,1.32,2.86,17.28,8.54,13.96,2.05,1.9,1.79,2.59,1.14,1.66,1.08,0.89,4.74,0.93,1.86,5.35,1.26,42.15,5.14,0.95,30.56,1.72,21074.9,23867.33,132.04,0.26,35.12,48.92,12.91,8.43,435.55,8078.71,97.55,34.25,86.56,120.43,954.96,816.65,1422.56,1150.34,3977.89,2950.07,1949.29,2.12,1,729.67,NULL,NULL
Manisa,Turkey,2.15,9.66,3.35,1.61,1.74,1.33,0.5,0.15,0.71,0.33,1.23,1.37,4.92,3.77,7.44,0.77,1.07,0.59,0.95,0.51,0.26,0.61,0.29,5.37,1.4,1.88,1.49,0.46,13.42,0.38,0.38,2.68,1.18,34882.66,31875.59,38.24,0.08,8.25,15.21,10.73,1.88,42.93,2504.4,34.88,18.78,64.4,37.57,152.05,94.81,308.58,201.25,804.98,939.15,411.44,20.33,0,141.525,NULL,NULL
Van,Turkey,2.01,8.05,3.09,1.61,2.41,1.1,0.54,0.27,0.63,0.45,1.21,1.19,5.03,2.88,6.9,0.67,0.99,0.6,0.79,0.42,0.35,0.77,0.25,4.29,1.79,2.24,1.42,0.27,15.56,0.78,0.38,1.07,1.18,25759.5,25088.68,31.3,0.05,8.18,10.73,6.71,1.88,150.26,3219.94,18.78,16.82,54.56,24.15,75.13,59.93,169.94,138.64,646.88,429.14,281.74,27.5,0,89.7875,NULL,NULL
Anaheim,"United States",20,65,9,8.35,8,5.03,3.01,1.89,1.12,2.54,5.62,4.4,9.74,15.31,6.67,4.38,1.82,3.03,4.26,4.33,2.74,1.74,2.37,9.99,3.57,3.5,8,2,69.5,4.38,1.79,32,1.62,24500,21554.75,153.19,0.22,65.2,22.54,20,12,565,16666.67,56.75,27.18,70.67,76.67,1866.67,2000,2866.67,2666.67,5898.62,5898.62,4109.33,4.32,0,1499.5,1577.13,NULL
Varna,Bulgaria,6.41,33.13,5.34,1.74,2.67,1.59,1.14,0.92,1.33,0.81,1.91,2.25,7.25,5.79,9.03,1.29,1.55,1.38,2.09,0.84,0.66,0.69,0.56,5.34,0.78,1.27,3.21,0.85,21.37,1.06,0.53,11.22,1.57,21372.74,20778.46,115.7,0.23,12.54,27.7,13.06,6.41,358.76,4140.97,45.72,31.05,73.52,80.78,313.17,239.55,603.54,430.45,1716.37,1013.06,738.7,3.1,1,264.783,NULL,NULL
Bydgoszcz,Poland,7.89,40.57,5.63,3.16,3.27,2.7,1.4,1.24,0.7,0.97,1.11,3.56,7.49,4.22,11.13,0.95,1.44,1.58,1.91,0.62,0.75,0.89,0.45,6.76,0.97,1.52,4.51,0.86,25.92,1.8,0.65,9.01,1.47,18030,19799.19,292.96,0.07,14.2,25.5,17.18,5.97,292.99,6919.01,87.45,42.54,82.42,107.79,467.15,413.45,661.31,596.51,3981.62,2328.87,829.38,6.1,1,326.32,NULL,NULL
Pensacola,"United States",16.5,57.5,10,4.25,5.75,4.26,2.64,1.42,1.14,2.81,3.68,4.4,11.52,8.53,15.56,4.52,1.61,3.34,4.04,1.5,2.34,2.46,1.77,10,2.95,2.75,8,1.75,50,2.25,1.4,36,1.07,22000,22206.25,340.06,0.08,70.62,65,8.75,12,650,50450,47.5,42.25,82.86,88.33,1500,1100,2333.33,1900,2220.95,1858.57,5000,5.11,1,1629.56,1577.13,NULL
Utrecht,Netherlands,17.91,63.22,9.56,5.27,5.01,3.52,2.99,2.38,1.09,1.98,1.85,2.81,12.13,8.59,27.31,2.86,1.47,1.52,2.78,1.28,0.95,0.94,1.03,6.31,1.26,2.24,8.64,2.79,94.84,7.38,2.57,37.93,2.23,26343.63,33575.88,257.57,0.17,45.04,41.74,24.35,13.12,1771.35,7774.3,99.91,46.1,76.69,113.17,1356.4,1058.39,2090.37,1711.68,6026.81,4289.91,3299.56,2.86,1,1169.17,NULL,NULL
Nice,France,20.02,76.4,11.41,8.43,6.32,3.91,3.59,2.87,1.42,1.47,2.46,3.84,22.13,12.52,21.07,2.72,2.03,2.44,3.28,1.83,2.51,1.25,0.82,7.38,2.47,2.12,11.12,1.58,44.4,5.8,2.19,27.19,2.09,27133.94,29856.11,193.98,0.4,33.72,32.8,19.85,14.75,1229.37,12644.94,71,38.64,90.32,89.57,922.36,739.03,1826.49,1348.24,6937.16,3898.86,2457.4,1.17,1,850.34,NULL,NULL
Sumqayit,Azerbaijan,4.41,22.06,4.41,0.88,1.47,2.04,0.44,0.22,1.08,0.3,1.26,1.27,3.1,3.51,6.6,0.72,1.5,1.18,1.03,0.51,0.38,0.39,0.4,4.85,1.04,1.75,2.94,0.18,5.88,0.94,0.39,3.53,0.57,17647.06,21504.29,50.18,0.04,14.73,30.88,8.82,4.12,88.24,2941.18,43.8,41.5,96.04,56.86,117.65,147.06,205.88,235.29,1176.47,470.59,264.71,9.15,0,96.7375,NULL,NULL
Lublin,Poland,6.31,27.04,5.63,1.8,2.25,1.95,1.11,0.9,0.66,0.7,1.07,2.23,5.63,4.89,7.26,0.9,1.3,1.47,1.91,0.61,0.84,0.76,0.47,4.51,0.77,1.09,3.83,0.9,26.82,1.58,0.45,7.84,1.45,17714.47,21410.62,165.27,0.07,13.04,22.54,15.78,5.63,165.27,4394.81,54.09,29.3,64.23,87.33,452.1,435.2,598.42,585.07,2832.29,2016.09,864.03,7.67,1,330.835,NULL,NULL
Brest,Belarus,7.92,25.73,4.16,0.94,2.77,1.6,0.63,0.37,0.69,0.63,1.14,1.42,6.73,3.98,7.52,0.94,1.77,1.78,2.11,0.66,0.51,0.41,0.62,6.33,1.25,1.98,1.98,0.32,17.02,1.19,0.5,2.89,0.88,14371.32,21553.35,55.74,0.06,11.38,28.37,8.42,3.96,719.6,12970.64,53.44,31.67,70.19,85.61,185.04,115.7,313.62,217.91,714.09,545.51,421.37,20,1,153.663,NULL,NULL
Randburg,"South Africa",6.84,17.11,3.99,1.71,2,1.65,0.89,0.67,0.83,0.74,1.31,1.7,6.45,3.93,6.77,1.27,1.23,1.06,1.11,1.03,1.11,0.94,0.77,4.56,1.29,1.18,2.68,0.86,22.81,1.14,1.28,4.56,1.25,17421.68,20896.36,92.43,0.05,49.3,21.67,17.11,5.25,209.1,3129.34,31.36,18.63,78.03,77.7,342.16,323.15,836.39,712.83,627.29,413.44,1634.77,8.63,0,496.158,NULL,NULL
Alicante,Spain,13.65,47.42,8.43,3.16,3.16,1.86,1.48,0.73,0.89,1.34,1.15,2.11,10.56,6.41,11.74,1.49,1.64,1.08,1.79,1.22,1.04,0.95,0.59,4.21,0.99,1.7,5.27,1.53,36.88,4.21,1.29,22.66,1.71,23182.39,25641.13,136.92,0.13,32.08,37.14,9.35,8.14,368.81,6838.46,73.06,29.81,73.01,65.2,686.11,579.56,1044.96,854.5,2072.37,1735.64,1493.77,1.95,1,548.765,NULL,NULL
Cuernavaca,Mexico,9.02,38.68,5.67,1.93,3.35,2.64,0.73,0.66,1.2,1.92,1.42,1.48,6.51,5.35,19.25,2.35,1.13,1.72,0.97,1.29,1.6,0.7,0.8,7.74,0.99,1.72,3.56,0.52,12.89,2.58,1.29,10.31,1.05,21297.99,18564.84,58.53,0.1,30.94,39.03,16.33,5.16,183.93,7735.35,37.65,42.54,59.3,74.78,335.2,283.63,657.5,605.94,825.1,1208.43,687.59,11.82,0,258.082,NULL,NULL
Belfast,"United Kingdom",19.07,73.8,7.38,6.4,6.15,3.64,1.91,1.45,1.2,1.51,1.93,2.42,6.49,7.13,14.01,2.47,1.5,2.04,2.16,1.68,1.25,0.81,1.06,9.84,2.38,2.76,15.16,3.2,67.65,4.31,2.38,16.61,1.94,24471.77,25908.8,138.82,0.2,44.28,39.93,13.18,10.46,1014.2,7072.5,67.65,39.21,80.39,99.16,1031.83,711.98,1634.14,1052.42,4078.68,2952,2333.46,2.81,1,846.89,NULL,NULL
Bielefeld,Germany,10.54,47.42,9.48,4.21,3.16,3.34,2.11,1.77,0.96,2.53,2.1,2.64,9.37,8.29,24.74,2.57,1.68,2.7,0.83,1.32,1.4,0.82,0.68,5.27,0.62,1.48,7.38,2.95,94.84,6.43,2.11,34.77,2.28,33445.87,26317.29,304.66,0.09,30.73,29.85,26.34,12.64,360.91,10010.58,87.67,33.02,84.09,96.15,590.1,783.72,1659.65,1279.25,4267.67,3477.36,2502.64,2.4,1,776.557,NULL,NULL
Cuenca,Ecuador,3.5,33.5,7.5,2.5,3.75,2.25,0.94,0.75,1.08,2.05,1.46,2.02,5.7,5.66,6.22,2.16,1.08,1.24,1.29,1.21,1.07,0.75,1.14,8,1.64,2.79,6,0.35,25,1.5,1.65,12.5,0.71,30000,29800,35.88,0.11,36.78,34.12,10.38,6.25,255.83,6480,61.25,45,89.5,68.89,407.92,313.89,672.5,516.5,1210,1042.25,474.38,11.82,1,221.538,NULL,NULL
Bonn,Germany,15.81,73.76,8.43,4.48,4.21,3.05,2.24,1.87,1.01,1.19,2.02,2.53,11.64,8.54,23.18,2.56,1.68,2.23,1,1.19,0.94,1.42,0.44,5.27,0.56,1.47,7.9,3.16,115.91,3.69,2,39.2,2.27,25822.03,25629.72,284.99,0.1,36.06,41.23,21.29,11.59,511.07,16859.92,78.89,36.22,92.73,101.95,667.37,618.2,2212.86,1752.73,6322.47,3951.54,2284.26,2.66,1,742.65,NULL,NULL
"Vina del Mar",Chile,11.28,45.27,5.66,3.4,3.96,2.31,1.42,1.23,0.91,0.76,1.16,2.21,7.79,5.21,7.67,1.26,1.05,0.91,1.19,0.75,0.92,0.76,0.85,5.09,1.25,1.73,4.13,0.57,47.54,0.79,1.13,4.53,1.21,11595.93,14677.42,78.13,0.04,28.49,27.45,16.6,5.09,305.6,4895.3,36.22,18.39,39.62,54.33,389.08,282.97,633.84,490.47,1889.06,1554.94,595.36,5.4,1,249.072,NULL,NULL
Salamanca,Mexico,5.16,18.05,5.93,1.13,2.58,2.19,1.11,0.59,0.85,0.83,0.77,1.02,2.06,7.2,15.21,2.06,0.95,0.77,0.77,0.83,0.77,0.7,0.74,8.25,1.03,2.19,2.97,0.52,17.79,2.45,0.31,10.31,1.06,8251.04,12376.56,73.06,0.05,25.78,33.52,16.76,2.84,51.57,1237.66,51.57,27.07,61.88,61.88,167.6,80.79,335.2,189.09,489.91,386.77,730.56,9.75,0,225.96,NULL,NULL
Blida,Algeria,3.25,18.08,2.89,1.08,1.45,0.39,0.41,0.17,0.8,0.14,1.06,1.29,6.56,4.29,12.35,2.53,2.23,1.44,0.79,0.62,0.35,0.63,0.24,7.23,1.08,1.45,2.24,0.18,4.7,1.27,0.36,3.62,0.3,21699.05,20289.68,39.61,0.07,36.77,18.08,12.06,3.62,82.28,958.37,26.22,32.1,53.73,61.93,196.5,125.54,301.38,226.63,1070.49,665.44,226.03,6.75,0,106.49,NULL,111.609
"Ciudad Obregon",Mexico,6.19,20.63,5.16,1.03,1.93,2.26,0.94,0.76,1.46,1.5,1.32,2.81,7.22,4.64,8.77,2.55,1.29,2.06,1.8,1.55,1.29,0.52,0.89,16.24,1.25,2.11,3.35,0.49,14.18,1.03,0.52,10.31,1.15,10313.8,18049.15,46.41,0.03,30.08,20.63,15.47,4.38,128.92,1856.48,41.26,25.78,54.15,41.26,167.6,141.81,270.74,219.17,773.53,567.26,550.07,10.2,0,181.087,NULL,NULL
Thessaloniki,Greece,12.64,42.15,7.38,4.21,4.74,3.33,1.78,0.53,1.33,1.1,1.83,3.46,10.92,8.91,10.5,1.7,1.69,1.37,1.87,0.92,0.87,1.04,0.84,7.38,1.38,1.74,4.85,1.05,31.61,3.69,1.37,15.81,2.24,22655.52,22115.89,247.74,0.42,31.24,37.78,15.1,8.43,330.91,5990.14,74.99,30.77,77.9,96.04,446.59,362.64,762.44,573.96,2296.69,1688.5,843.08,4.03,1,325.84,NULL,NULL
Izmir,Turkey,3.76,18.78,3.76,1.88,2.25,1.65,0.62,0.24,0.91,0.37,1.27,1.55,5.35,4,8.77,0.78,1.32,0.78,1.08,0.62,0.44,0.62,0.33,6.44,1.45,2,1.61,0.38,18.72,0.54,0.48,3.22,1.31,35472.98,28931.08,62.01,0.07,8.06,17.77,11.91,2.68,163.77,3299.52,28.85,26.6,63.6,47.14,270.39,163.04,434.01,281.05,1047.2,625.2,308.3,20.7,1,145.708,NULL,NULL
Markham,Canada,20.49,88.94,8.89,4.08,4.63,3.01,2.16,1.69,2.66,1.85,1.84,2.59,10.33,10.87,15.07,2.84,1.15,2.65,3.58,1.86,1.81,2,1.41,13.34,2.56,2.48,11.12,2.89,113.4,3.15,1.63,19.27,1.43,18528.74,18207.58,122.27,0.43,43.78,43.41,11.12,10.75,704.09,17305.85,52.41,37.06,88.01,107.37,1500.83,1315.54,2421.09,2223.45,11168.74,9573.2,3186.84,6,1,1177.76,NULL,NULL
"Vung Tau",Vietnam,2.04,16.32,3.77,0.71,2.03,2.5,0.53,0.32,1.68,1.85,0.81,1.8,11.21,4.12,7.06,2.56,1.21,1.17,1.1,1.94,1.09,0.92,0.58,6.53,0.76,1.18,1.22,0.24,5.71,0.45,0.54,1.22,1.18,44875.06,32228.45,53.62,0.06,7.82,22.93,6.94,3.25,170.31,7865.31,37.23,55.24,129.17,67.31,270.27,209.08,540.54,397.76,1733.81,831.49,611.93,14,0,221.12,NULL,NULL
Kuching,Malaysia,2.51,18.23,3.87,3.42,3.42,2.82,0.64,0.31,1.15,0.89,0.96,1.3,19.12,3.64,7.49,2.45,1.21,2.51,1.21,0.67,1.03,1.31,0.52,22.79,1.95,3.52,4.09,1.14,22.79,0.91,0.68,6.84,0.47,37606.84,33048.43,46.22,0.05,28.9,64.39,7.98,3.19,193.73,4254.51,56.3,31.91,68.66,64.96,379.87,265.91,706.55,577.4,1715.27,1250.45,442.55,4.09,1,206.518,NULL,NULL
Uberaba,Brazil,3.83,11.5,4.69,1.15,2.3,1.05,1.15,0.48,0.88,1.13,0.96,1.41,6.71,3.74,7.54,1.09,0.61,0.64,1.15,0.7,0.64,0.57,0.51,5.75,0.81,1.53,2.44,0.81,34.49,1.01,1.25,3.45,1.31,18776.1,30463.27,73.44,0.21,17.88,31.61,28.74,4.79,119.75,2873.89,59.39,50.77,73.76,76.64,146.89,114.96,268.23,210.75,957.96,683.99,309.74,10,0,115.317,NULL,NULL
Cluj-Napoca,Romania,7.28,38.53,5.35,2.14,3,2.17,1.62,1.38,1.49,1.13,1.52,2.7,7.83,5.7,9.75,1.05,1.35,1.42,2.09,0.68,0.71,0.78,0.66,6.42,0.88,1.47,4.92,0.64,19.8,0.64,0.64,6.42,1.72,19695.57,23394.44,147.6,0.09,8.4,36.47,17.82,6.42,425.62,9533.81,69.51,37.75,77.62,83.63,462.66,319.06,859.2,554.2,3087.34,2262.93,873.53,5.77,1,336.027,NULL,NULL
Lexington,"United States",13.5,80,7,4.5,6,4.75,2.25,1.68,0.79,2.74,5.32,3.08,15.43,13.03,18.24,4.72,1.59,3.04,3.24,2.03,2.47,1.74,2.01,13.5,3.21,3.75,7.12,2.5,32.5,3,1.55,25,1.18,21895,19375,182.5,0.14,70.87,30,12.5,12,575,10666.67,47.6,40,82,133.75,1205.67,936.67,2150,1668.75,3318.87,1952.9,2883.33,5.12,1,1026.25,1577.13,NULL
Timisoara,Romania,6.42,34.25,5.35,1.93,2.57,2.04,1.4,1.33,1.2,0.81,1.23,2.67,5.96,5.21,7.88,0.97,1.21,1.3,1.96,0.65,0.62,0.59,0.52,6.42,0.82,1.18,4.92,0.86,21.41,0.58,0.64,5.52,1.73,19267.41,20539.35,138.3,0.06,8.88,31.64,12.13,6.32,372.27,5066.35,52.09,32.1,63.89,81.86,392.18,290.96,599.23,441.16,2017.79,1475.83,799.6,5.2,1,299.765,NULL,NULL
"Ann Arbor","United States",15,80,8.32,5,6,4.77,2.54,2.11,0.88,2.57,4.41,2.67,14.99,12.13,11.02,6,1.62,5.22,4.76,3.23,3.06,1.76,2,13.99,2.62,2.75,8.5,1.62,58,3,1.86,24,1.17,20500,22387.67,158.94,0.2,65.94,43.33,0,11,1900,12200,59.8,36.25,76.11,108.5,1800,1320,3900,2427.5,4426.66,2717.89,3710.25,5.43,1,1381.72,1577.13,NULL
Cordoba,Spain,9.48,34.25,7.38,2.11,3.16,1.44,1.48,1.24,0.7,1.05,1.63,2.12,9.07,5.86,8.96,1.3,1.59,1.79,1.96,0.8,1.42,0.74,0.74,8.43,1.04,1.27,6.32,1.37,32.99,2.63,0.84,21.26,1.91,21074.9,34483.81,130.61,0.2,30.3,41.71,11.64,7.9,395.15,8219.21,47.42,27.75,56.38,51.11,649.81,435.55,922.03,737.62,2160.18,1036.18,1290.84,3.52,0,487.875,NULL,NULL
Cherepovets,Russia,4,20,6,1.28,2.48,1.92,0.71,0.39,0.94,0.64,1.51,1.38,10.48,4.58,8.19,1.6,1.35,1.44,3.2,0.76,0.6,0.8,0.33,6,0.64,1.58,1.9,0.5,41.6,1.57,0.16,5.76,0.8,32000.01,20976,110.72,0.08,6.13,45.6,11.2,3.2,112,3600,128,40,68,72,240,176,400,656,880,746.67,560,10.43,0,201.125,NULL,NULL
Huntsville,"United States",15.5,50,8,5,5.5,4.57,2.45,1.09,0.96,2.76,3.86,3.11,13.05,11.45,13.62,6.53,1.58,3.08,4.38,2.67,2.72,1.7,1.55,12,3.45,2.85,6.5,1,115,3.5,1.24,30,1.05,24500,23252.5,169.21,0.3,69.67,30,2.5,9.75,350,14000,33.79,26,62.12,92.5,1333.33,1087.5,1716.67,1650,1847.8,1578.71,5244.93,5.43,1,1648.69,1577.13,NULL
Poltava,Ukraine,3.26,16.32,3.26,0.95,0.68,0.57,0.34,0.51,0.85,0.43,1.06,0.91,5.43,3.19,3.81,0.44,0.81,0.9,2.27,0.32,0.44,1.22,0.53,3.4,0.68,0.78,2.11,0.24,5.44,1.09,0.19,4.13,1.03,13598.08,16041.15,90.71,0.01,4.53,20.06,4.08,2.92,145.05,4079.46,58.97,32.06,70.71,68.4,335.42,205.33,562.06,315.48,829.49,598.32,360.35,15.57,0,174.818,NULL,NULL
Nantes,France,13.7,63.22,10.54,5.8,4.74,2.7,3.01,1.73,1.09,1.38,2.08,2.76,17.37,10.22,20.35,3.06,1.93,2.88,2.85,2.45,1.9,1.08,0.42,6.85,1.98,2.37,10.75,1.79,57.96,2.9,0.86,34.77,2.12,25289.89,25843.1,175.57,0.11,33.87,29.27,19.76,12.64,639.27,10368.85,108.01,30.3,90.32,103.27,614.94,544,1413.77,1071.31,6252.22,5927.32,2272.58,1.85,1,725.753,NULL,NULL
Munster,Germany,10.54,47.42,8.43,4.9,3.9,2.92,2.11,1.56,0.97,2.37,2.07,2.45,9.94,7.29,12.64,2.98,1.68,1.98,0.83,2.21,0.94,0.91,0.59,5.26,0.56,1.21,7.06,4.9,72.44,3.69,2.32,27.82,2.32,20806.2,22652.01,267.98,0.09,28.79,44.52,17.56,9.48,351.25,12644.94,84.12,28.1,82.37,99.93,843,635.76,1422.56,929.4,4510.03,1680.72,1882.69,1.87,1,685.282,NULL,NULL
Oskemen,Kazakhstan,4.25,14.88,3.19,0.53,1.06,1.49,0.55,0.33,0.96,0.37,0.64,1.08,7.01,3.19,4.57,1.01,1.22,1.22,1.54,0.43,0.39,0.32,0.53,4.68,0.74,1.01,1.97,0.23,6.38,0.85,0.43,2.13,0.36,13390.82,22318.04,23.38,0.04,8.61,14.88,7.44,3.4,255.06,1275.32,18.07,23.38,47.82,47.82,132.85,90.33,196.61,132.85,804.51,637.66,354.25,12,0,122.895,NULL,NULL
Asheville,"United States",15,65,7.5,4.75,6,4.43,1.83,1.62,0.94,3.67,4.76,4.16,15.21,13.51,18.05,6.36,1.91,6.01,5.52,3.63,3.59,2.38,2.02,12,3.54,3.59,7.42,1,20,5.5,2.17,31.38,1.18,25000,22321,261.69,0.12,69.37,41.17,17.5,12.75,837.5,18000,53.75,36.8,84.25,136.14,2700,1587.25,5000,3133.33,5860.95,430.56,3480,5.43,1,1549,1577.13,NULL
Mannheim,Germany,11.59,63.22,8.43,4.21,3.42,2.94,2.58,2.42,0.98,1.58,1.77,2.09,14.01,7.61,20.81,2.81,1.68,2.09,0.96,1.87,0.96,1.26,0.42,4.74,0.58,1.31,7.59,2.85,79.03,3.69,2.27,31.61,2.3,26870.5,24938.64,274.63,0.18,34.9,36.76,23.71,12.64,520.29,9615.43,81.67,33.37,100.9,123.82,916.76,504.74,1277.14,995.79,4741.85,5268.73,3020.74,2.13,1,987.985,NULL,NULL
"Fort Collins","United States",14.25,57.5,8,5,5,4.6,2.5,2.15,1.01,4.03,5.32,3.39,15.06,13.22,21.48,6.7,1.67,4.02,3.69,2.58,2.38,2.33,2.43,14.5,3.4,4,8.76,2.5,25,3.25,1.4,11,1.1,30999.5,22741.33,152.26,0.15,59.98,55,15,10,1066.67,14400,43.25,37.17,79.89,105.57,1426.67,1317.33,2883.33,2243.67,3266.85,2615.63,4277.78,5.43,0,1430.3,1577.13,NULL
Karlsruhe,Germany,11.59,63.22,9.45,4.21,3.9,3.08,3.03,2.11,0.99,1.19,2.16,2.7,13.75,8.25,24.94,2.46,1.68,2.02,0.83,2.28,0.94,1.3,0.46,5.53,0.57,1.33,7.38,2.95,70.6,3.69,2.32,31.61,2.31,21074.9,25421.6,237.95,0.1,38.75,39.14,33.72,10.54,392.52,9799.83,94.13,43.03,91.91,135.82,698.11,652,1506.86,1211.81,4741.85,4039.36,2893.81,1.45,1,901.615,NULL,NULL
Catania,Italy,12.64,52.69,8.43,4.48,3.16,1.89,1.69,1.02,1.3,1.33,2.29,2.47,11.59,6.94,10.86,1.83,1.23,1.25,2.32,1.27,1.34,1.17,0.37,6.32,1.35,1.97,6.06,1.05,31.61,5.8,1.05,18.97,2.21,24561.08,17159.23,177.37,0.26,29.24,42.15,16.6,8.43,298.56,4289.81,74.93,26.34,69.68,105.22,505.8,351.25,869.34,579.56,2002.12,1412.02,1106.43,2.32,1,406.48,NULL,NULL
"Ponta Grossa",Brazil,4.79,23.95,6.51,1.44,2.11,1.18,0.86,0.57,0.67,1.15,0.77,1.15,6.71,3.44,8.62,1.15,0.77,0.77,1.34,0.77,0.57,0.48,0.48,6.13,1.47,1.53,2.11,0.86,28.74,1.15,0.67,5.75,1.28,18201.33,20564.3,153.27,0.24,15.33,34.49,19.16,5.51,134.12,4789.82,67.06,47.9,114.96,52.69,153.27,124.54,249.07,210.75,957.96,862.17,383.19,8.93,0,135.527,NULL,NULL
Vaughan,Canada,14.82,74.11,10.01,4.45,5.93,3.46,1.81,1.57,2.4,2.13,3.21,2.51,12.6,13.66,6.52,3.15,1.68,3.07,3.11,2.27,2.39,1.65,1.95,13.71,2.22,3.55,11.12,2.88,115.62,2.85,1.67,22.23,1.41,18158.17,20999.24,161.96,0.22,56.77,34.28,29.65,9.63,1111.72,17787.59,54.42,40.76,83.53,114.75,1704.64,1445.24,2964.6,2223.45,5188.05,3705.75,3335.17,4.88,1,1264.38,NULL,NULL
Hisar,India,1.84,12.28,3.68,1.97,3.07,1.19,0.32,0.17,0.69,0.46,0.74,0.85,3.73,3.15,5.83,1.17,0.58,0.55,0.45,0.23,0.41,0.15,0.35,6.14,1.66,2.76,3.07,0.37,6.14,0.21,0.12,1.23,1.02,7983.14,20571.95,56.8,0.02,9.55,12.28,4.91,2.46,28.66,1043.95,26.61,36.85,59.11,28.66,45.03,33.77,171.94,98.25,939.55,466.71,245.64,7.83,0,73.22,NULL,NULL
Curepipe,Mauritius,5.15,20.62,3.67,1.35,2.2,2.18,1.04,0.59,1.17,0.42,1.79,1.92,7.93,6.93,9.13,2.2,1.49,2.06,2.29,0.9,1.07,0.8,0.52,10.31,1.56,1.74,5.04,0.89,17.23,3.44,2.29,11.45,1.31,24914.09,27215.78,46.01,0.05,29.21,27.49,3.82,6.3,129.82,2565.86,36.08,34.14,64.72,68.73,229.1,190.91,515.46,481.1,412.37,566.37,532.65,5.67,0,191.947,NULL,NULL
"Vila Nova de Gaia",Portugal,8.43,29.5,6.85,2.32,1.58,1.35,1.31,1.05,0.68,0.98,1.33,2.31,10.75,6.29,11.62,2.07,1.34,1.32,1.6,0.91,1.19,1.28,1.05,4.74,1.24,1.5,5.44,1.58,42.15,4.21,1.05,21.07,2.12,31612.36,30674.52,120.86,0.19,44.49,36.35,20.55,7.53,395.15,9483.71,82.64,35.12,70.66,96.76,702.5,474.19,1299.62,979.98,2640.26,1495.48,1066.92,2.62,1,444.858,NULL,NULL
Bialystok,Poland,5.63,30.43,5.63,2.7,2.48,2.44,1.35,1.18,0.77,0.95,1.18,2.28,7.12,4.86,9.58,0.87,1.12,1.43,1.5,0.65,0.77,0.92,0.49,6.76,0.86,1.16,4.17,0.68,22.54,1.35,0.53,11.27,1.47,18030,21894.05,208.16,0.05,11.37,25.3,17.65,5.63,242.28,2180.5,67.61,35.68,73.25,80.29,403.42,387.64,676.12,653.59,2157.97,1949.49,844.2,7.55,1,313.483,NULL,NULL
"Ciudad General Escobedo",Mexico,12.12,30.94,5.67,1.29,3.87,1.8,1.05,0.88,1.12,1.7,1.25,1.8,8.77,7.16,7.22,2.06,0.95,1.16,1.29,1.7,1.16,0.94,0.77,5.16,1.03,1.16,3.51,0.67,18.05,0.72,0.41,10.31,1.13,13356.37,17585.02,51.57,0,21.92,28.36,5.16,4.13,118.61,8079.14,50.28,25.78,82.51,64.46,257.84,193.38,386.77,373.88,309.41,386.77,618.83,13,0,222.365,NULL,NULL
Tampico,Mexico,4.96,19.6,5.67,1.49,2.58,2.43,1.07,0.73,1.12,2.29,1.43,1.44,3.82,9,15.47,2.41,1.12,1.15,1.25,1.43,1.46,0.7,0.9,15.47,1.29,2.58,3.56,0.52,18.56,1.16,0.77,7.74,1.14,16244.23,15986.39,25.78,0.59,25.35,23.74,15.47,4.64,193.38,2578.45,51.57,33.52,80.79,75.63,180.49,312.58,515.69,360.98,1031.38,773.53,584.45,12.5,0,192.605,NULL,NULL
Bradford,"United Kingdom",12.3,49.2,7.38,3.69,3.69,3.09,1.16,1.12,1.09,1.17,2.15,2.39,4.91,6.35,8.86,1.69,1.44,2,2.46,1.13,1.1,1.06,1.54,8.61,2.01,2.31,13.53,2.46,70.6,3.44,0.92,14.76,1.93,24600,25830,155.58,0.18,32.9,32.75,10.58,11.07,984,12300,75.23,40.59,85.08,82,661.13,538.89,1199.25,1014.75,2029.5,1798.88,2091,2.83,1,691.722,NULL,NULL
Petropolis,Brazil,4.31,19.16,6.22,1.15,1.72,1.15,0.77,0.38,0.92,1.25,1.05,1.32,8.81,3.3,6.9,1.21,0.84,0.67,1.8,1.01,0.7,0.54,0.52,5.75,0.95,1.15,2.3,0.95,47.9,1.2,1.15,7.66,1.38,18201.33,15327.43,62.45,0.48,16.54,22.03,37.74,3.83,172.43,2988.85,51.09,35.13,79.83,47.9,229.91,148.48,651.42,427.89,2011.73,1149.56,352.5,12,0,146.917,NULL,NULL
